name,create_dttm,pid,gender,age,short_nm,education_level_code,speciality,semester_cnt,subcide_rate,semester_cost_amt,initial_approved_amt,initial_term,utm_source,marketing_flg,approve_dttm,approve_flg,reject_reason,util_dttm,util_flg,score
Мир Юльевич Комиссаров,2024-06-22,675bb4a0-cc71-4344-8dc8-5fd9758d8437,M,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Физика,4,4.0,315000,2520000.0,8,bank,0,2024-08-30,1,,2024-06-29,1,0.67
Жданова Нонна Кузьминична,2024-05-30,f24a90a8-8790-4e6a-9233-20af74603e77,F,17,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Химия,3,3.8,160000,960000.0,8,bank,0,2024-08-18,1,,2024-06-09,1,0.65
Анжела Кузьминична Щукина,2024-05-12,bc01062d-a196-4927-9943-740225459aa5,F,16,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Прикладная математика,2,4.0,190000,912000.0,8,social_media,0,2024-09-14,1,,2024-08-23,1,0.64
Татьяна Павловна Кудрявцева,2024-05-21,32b96ac9-d115-4470-b86d-fda8bc80b1f3,F,17,Томский государственный университет (ТГУ),BACHELOR,Физика,2,3.1,110000,330000.0,4,social_media,0,2024-06-04,1,,2024-05-27,1,0.64
Петухова Евпраксия Борисовна,2024-05-07,e56502d5-beef-4c74-b1dc-7563ba953c75,F,21,Сибирский федеральный университет (СФУ),MASTER,Автоматизация и управление,1,3.9,160000,384000.0,4,bank,0,2024-08-01,1,,2024-05-27,1,0.74
Воронов Радим Матвеевич,2024-06-04,bde0365f-e3e3-41da-a069-c0fb8679e00,M,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Механика,0,3.7,345000,345000.0,2,social_media,1,2024-07-17,1,,2024-06-05,1,0.63
Воронцов Евгений Геннадиевич,2024-05-10,00b379a4-cc41-46e5-9fe3-ce98a1ca6bb0,M,19,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Биотехнология,2,4.0,215000,645000.0,6,social_media,0,2024-09-06,1,,2024-06-19,1,0.64
Борис Викторович Попов,2024-05-09,cce71ceb-0a42-4ebb-accb-7556840467a2,M,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Автоматизация и управление,1,4.0,370000,555000.0,2,bank,0,2024-09-05,1,,2024-05-18,1,0.67
Олимпиада Ниловна Лебедева,2024-05-05,e0a4ed3d-8baf-488c-800f-8b5c44d88adc,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,2,4.0,300000,900000.0,6,bank,0,2024-09-04,1,,2024-05-25,1,0.59
Нонна Ефимовна Боброва,2024-06-10,c379493b-4170-45d6-8faa-517238c829c,F,19,Казанский федеральный университет (КФУ),BACHELOR,Прикладная математика,2,3.6,290000,1160000.0,8,bank,1,2024-08-11,1,,2024-06-30,1,0.59
Афиноген Абрамович Лукин,2024-05-23,e6ba2bd8-0f68-4d44-baf1-ea39bc7f4a77,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,4,3.5,350000,2800000.0,8,bank,0,,0,,2024-06-19,1,0.68
Игнатий Евсеевич Мишин,2024-05-09,6dda8cb0-0a9c-4485-97d5-1ee8bae7936,M,17,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Механика,4,4.0,245000,1960000.0,8,social_media,1,2024-07-30,1,,2024-05-19,1,0.64
Устин Юльевич Рогов,2024-06-03,32954ab9-b28e-43b4-a311-0881a6a0e47,M,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Физика,2,4.1,265000,795000.0,6,website,1,2024-08-07,1,,2024-07-28,1,0.65
Шилов Фока Андреевич,2024-06-05,cbc18d2b-b54d-428a-815e-1e4edf27d891,M,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,2,4.6,350000,1400000.0,8,bank,0,2024-08-12,1,,2024-06-14,1,0.66
Ирина Натановна Орехова,2024-07-29,bf7490e6-d521-4e9e-9751-36c665a21bb1,F,17,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,2,4.1,400000,1200000.0,6,website,0,2024-08-26,1,,2024-08-20,1,0.69
Людмила Ниловна Федорова,2024-07-12,e6be7498-c2df-4747-8005-ba9c3b01c9db,F,17,Красноярский государственный университет (КГУ),BACHELOR,Биотехнология,3,4.9,135000,810000.0,8,social_media,0,2024-09-01,1,,2024-08-17,1,0.52
Носов Иларион Ерофеевич,2024-06-03,e8669463-74e6-4a20-9721-cfc465c8b70e,M,16,Национальный исследовательский ядерный университет «МИФИ»,SPECIALTY,Инженерия программного обеспечения,2,4.4,300000,1500000.0,10,website,0,2024-08-09,1,,2024-08-06,1,0.49
Брагина Валерия Тарасовна,2024-05-24,978532da-66e5-4f62-86d3-a46078125a0,F,17,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),BACHELOR,Прикладная математика,4,4.0,220000,1760000.0,8,social_media,1,2024-06-14,1,,2024-06-13,1,0.68
Михайлова Элеонора Антоновна,2024-07-19,865d6404-03cf-46c1-87f8-9d60651d61d7,F,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Информатика и вычислительная техника,1,4.6,400000,480000.0,2,website,0,2024-09-13,1,,2024-09-07,1,0.66
Митофан Бенедиктович Гришин,2024-05-29,85d723bf-2f15-430b-83cd-dbe1c52ea338,M,17,Томский государственный университет (ТГУ),SPECIALTY,Инженерия программного обеспечения,4,4.0,155000,1116000.0,12,bank,0,,0,,2024-06-22,1,0.65
Жукова Алла Николаевна,2024-06-26,d84e971c-3f3f-49a6-b093-308128c2b8d7,F,18,Новосибирский государственный университет (НГУ),SPECIALTY,Инженерия программного обеспечения,1,4.1,320000,480000.0,2,website,0,2024-08-27,1,,2024-07-12,1,0.66
Милан Артёмович Михайлов,2024-07-01,73a45b8e-6423-4c61-87a7-63d576263c76,M,19,Казанский федеральный университет (КФУ),BACHELOR,Электроника и наноэлектроника,1,4.7,180000,324000.0,2,social_media,0,2024-09-06,1,,2024-09-05,1,0.67
Суворова Жанна Олеговна,2024-05-23,17eed09d-78d1-4c06-ac90-3382ba53d8eb,F,22,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Химия,2,3.5,260000,1040000.0,4,website,0,2024-07-11,1,,2024-05-25,1,0.61
Савватий Ефимович Меркушев,2024-05-23,ee704687-08bc-4f01-9e9c-65b35d2bf738,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,2,4.0,400000,1600000.0,8,bank,0,2024-07-24,1,,2024-07-14,1,0.68
Леон Ильич Никитин,2024-07-14,8389cc97-450a-472e-92d7-44670ea61479,M,17,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Автоматизация и управление,2,3.1,370000,1110000.0,6,bank,0,2024-08-16,1,,2024-07-25,1,0.67
Макарова Ирина Мироновна,2024-05-15,dfd5a951-baeb-477f-a862-2d2dd3b966b3,F,19,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,2,4.0,450000,1800000.0,8,website,0,2024-08-29,1,,2024-07-16,1,0.7
Прохор Ерофеевич Соболев,2024-07-01,65f74ffd-b042-49cc-b7e9-2edb24654650,M,18,Казанский федеральный университет (КФУ),BACHELOR,Химия,4,3.7,150000,1200000.0,8,social_media,0,2024-08-25,1,,2024-07-11,1,0.65
Сазонов Ростислав Гавриилович,2024-05-29,d0bb0376-a4d9-4dbc-95d1-b3830996737,M,16,Томский государственный университет (ТГУ),BACHELOR,Физика,3,3.7,110000,660000.0,8,bank,1,2024-07-18,1,,2024-07-15,1,0.66
Афанасьев Савелий Тимурович,2024-05-10,51e09d1b-c285-4345-83b3-b4badcc36bb,M,18,Новосибирский государственный университет (НГУ),SPECIALTY,Прикладная математика,3,3.7,310000,1860000.0,10,bank,1,2024-07-29,1,,2024-06-26,1,0.54
Фадеев Агап Анатольевич,2024-08-26,9a140579-0180-4298-8069-5b689cea29c,M,17,Санкт-Петербургский государственный университет (СПбГУ),SPECIALTY,Кибернетика,2,4.0,260000,780000.0,4,social_media,1,2024-08-29,1,,2024-08-27,1,0.51
Марк Ефимьевич Горбачев,2024-06-01,3100f6a3-59f2-4492-8d1b-61ac74f6b804,M,19,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Электроника и наноэлектроника,2,5.0,340000,1530000.0,6,bank,0,2024-08-14,1,,2024-06-28,1,0.72
Тарасов Наум Харлампович,2024-05-09,9e1d44ff-12a8-43e4-b955-b8e9106fe424,M,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Информатика и вычислительная техника,1,3.2,260000,390000.0,2,social_media,0,2024-08-10,1,,2024-05-16,1,0.61
Цветков Данила Эдуардович,2024-06-05,cd41d8a0-deed-4c18-83a3-cfa8561a86d,M,18,Красноярский государственный университет (КГУ),BACHELOR,Физика,1,4.1,125000,225000.0,2,social_media,1,2024-08-15,1,,2024-07-24,1,0.49
Мария Юльевна Владимирова,2024-06-23,2e51af27-30ae-4cd1-bc23-2c1ba1239468,F,16,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Информатика и вычислительная техника,2,4.0,250000,1000000.0,8,website,0,2024-09-02,1,,2024-08-01,1,0.62
Януарий Анатольевич Королев,2024-05-06,a8c21051-d5fa-45b6-aa12-577b1c918cf3,M,20,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Электроника и наноэлектроника,1,3.5,390000,936000.0,4,website,0,2024-07-15,1,,2024-05-27,1,0.7
Тетерин Софрон Гурьевич,2024-06-09,e0366b9a-edb2-43b2-b7da-64777ab3085,M,17,Новосибирский государственный университет (НГУ),SPECIALTY,Прикладная математика,2,4.2,210000,756000.0,4,website,1,,0,,2024-06-17,1,0.63
Шашкова Любовь Натановна,2024-05-11,3f6beb0d-3534-40cf-9b8a-5c47d77fe688,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Информатика и вычислительная техника,4,4.0,350000,2800000.0,8,bank,0,,0,,2024-08-28,1,0.69
Медведева Екатерина Станиславовна,2024-06-14,7d6b5aef-7e90-4eb5-841e-39ca2a61fe48,F,18,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Биотехнология,3,3.8,225000,1350000.0,8,website,0,2024-07-28,1,,2024-06-18,1,0.64
Юрий Владленович Русаков,2024-07-20,e4e83fc5-6676-4f3e-899a-bb9af650053c,M,17,Московский физико-технический институт (МФТИ),BACHELOR,Информатика и вычислительная техника,1,3.2,250000,450000.0,2,bank,0,,0,,2024-07-22,1,0.51
Амос Ааронович Филиппов,2024-06-29,62b859f2-1c64-4064-a66c-af124b25778,M,17,Казанский федеральный университет (КФУ),BACHELOR,Механика,3,3.1,135000,810000.0,8,social_media,1,2024-07-17,1,,2024-07-14,1,0.63
Куприян Егорович Мельников,2024-05-05,21ca583d-aafb-41c3-a5c5-7d796f185e1,M,19,Томский государственный университет (ТГУ),BACHELOR,Информатика и вычислительная техника,2,4.0,245000,784000.0,4,social_media,1,2024-09-03,1,,2024-06-03,1,0.65
Кириллов Аггей Фадеевич,2024-05-18,69d7c310-967a-4cb0-9714-1639d08ae922,M,19,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,1,4.0,200000,240000.0,2,social_media,0,2024-09-09,1,,2024-06-18,1,0.62
Белоусова Зоя Петровна,2024-05-03,2db883b9-afce-40a2-aee9-e2b42316b587,F,15,Сибирский федеральный университет (СФУ),BACHELOR,Физика,3,4.0,155000,930000.0,8,social_media,0,2024-07-26,1,,2024-05-22,1,0.65
Пров Иларионович Зиновьев,2024-05-21,c8ab3085-8a1f-4ac3-8529-736743f95e15,M,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Информатика и вычислительная техника,4,4.0,400000,2880000.0,8,bank,0,2024-07-30,1,,2024-06-14,1,0.65
Федот Давидович Рожков,2024-07-01,6e09c164-a701-4d72-8d16-661c4d8aa23f,M,15,Новосибирский государственный университет (НГУ),BACHELOR,Инженерия программного обеспечения,3,3.0,220000,1320000.0,8,bank,0,2024-07-15,1,,2024-07-05,1,0.53
Ольга Львовна Русакова,2024-06-02,1bfcb666-d915-4546-9f58-1faacfbd7af0,F,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Электроника и наноэлектроника,3,3.6,390000,2340000.0,6,website,0,2024-08-25,1,,2024-07-08,1,0.66
Русакова Жанна Валериевна,2024-07-05,eb5b5864-6034-44c6-9b7e-a0211b9b41cf,F,16,Пермский государственный национальный исследовательский университет (ПГНИУ),SPECIALTY,Автоматизация и управление,2,4.0,120000,576000.0,8,social_media,0,2024-08-10,1,,2024-07-21,1,0.47
Копылов Леонид Всеволодович,2024-05-05,a2d0878f-6f49-4e7a-8c1d-0d3dfdc26c3,M,19,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Информатика и вычислительная техника,3,3.8,350000,2100000.0,6,social_media,1,2024-08-19,1,,2024-08-01,1,0.65
Давыдова Светлана Ниловна,2024-06-12,4bc4ffa4-6c36-426c-9777-abff98e69a5e,F,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,2,4.0,450000,1800000.0,8,social_media,0,2024-09-14,1,,2024-08-08,1,0.51
Кабанов Творимир Ермолаевич,2024-07-08,a863bea3-3973-48a2-bf2c-68b3ec76493d,M,17,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Инженерия программного обеспечения,2,4.3,200000,960000.0,8,bank,0,2024-09-03,1,,2024-08-04,1,0.54
Горбачева Татьяна Владимировна,2024-05-09,2404aee7-d37e-4b50-8bcf-7c3864d95252,F,18,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),BACHELOR,Электроника и наноэлектроника,2,3.7,210000,0.0,8,social_media,0,,0,Недостаток документов,,0,0.86
Рогов Ярослав Александрович,2024-05-06,8968c527-8baa-4019-9bde-3b041ecd7e5,M,18,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,4,3.5,260000,2080000.0,8,website,1,2024-06-03,1,,2024-05-07,1,0.65
Анжела Робертовна Белякова,2024-05-30,8a77b61b-b55f-4259-a708-bfbce77fc174,F,24,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Информатика и вычислительная техника,1,4.0,400000,960000.0,4,website,0,2024-08-25,1,,2024-07-19,1,0.75
Смирнов Владилен Ильич,2024-06-23,8d538460-44fd-4106-a33b-2acaf29c2aa4,M,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Прикладная математика,1,4.0,300000,450000.0,2,social_media,0,2024-07-16,1,,2024-06-29,1,0.66
Исаков Яков Иосипович,2024-05-11,6698f390-7699-4670-aa19-8793165c8ff7,M,15,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Химия,3,3.1,310000,1674000.0,6,bank,0,2024-08-30,1,,2024-07-27,1,0.64
Максимова Глафира Васильевна,2024-05-18,5455b829-973b-4eb6-a4f4-d2c521385777,F,18,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Физика,2,4.0,315000,945000.0,4,social_media,0,2024-06-15,1,,2024-05-24,1,0.65
Самойлова Людмила Семеновна,2024-07-03,8867146b-8618-42f6-8df1-f1cb42ccbff,F,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Прикладная математика,2,3.3,350000,1260000.0,6,social_media,1,2024-09-06,1,,2024-07-19,1,0.53
Варфоломей Артемьевич Дорофеев,2024-05-10,2928db92-e9f0-4d02-ab1b-24cbbeaef03,M,19,Томский государственный университет (ТГУ),BACHELOR,Автоматизация и управление,4,4.0,115000,920000.0,8,social_media,1,2024-08-01,1,,2024-05-27,1,0.65
Герасимова Екатерина Альбертовна,2024-07-14,7e3d08d6-5d16-47a9-8c8b-54e5a1c0bcf,F,22,Казанский федеральный университет (КФУ),MASTER,Химия,2,4.0,200000,600000.0,4,social_media,1,2024-08-25,1,,2024-08-01,1,0.61
Алина Ивановна Агафонова,2024-05-04,4305f454-09b1-44a4-8f22-c89ce688574,F,24,Национальный исследовательский ядерный университет «МИФИ»,MASTER,Химия,1,3.8,150000,225000.0,2,website,1,2024-09-03,1,,2024-05-14,1,0.72
Громова Александра Феликсовна,2024-06-05,c8be63b9-b514-4c75-aa23-535c51fa980b,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Автоматизация и управление,3,3.0,270000,1728000.0,8,bank,0,,0,,2024-08-19,1,0.58
Боброва Екатерина Робертовна,2024-06-05,7ce08494-49b9-4183-a2a0-69a25960e871,F,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Инженерия программного обеспечения,2,3.7,360000,1728000.0,6,bank,0,2024-09-12,1,,2024-07-16,1,0.67
Зыкова Ия Матвеевна,2024-05-20,c959aa48-05e6-4f29-b608-8c176cce0c2,F,23,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Химия,1,4.0,310000,0.0,4,bank,1,,0,Плохая КИ,,0,0.91
Белоусов Виталий Викентьевич,2024-05-13,5a2123c7-86fc-495d-9642-d1d0e8f2e35e,M,23,Красноярский государственный университет (КГУ),MASTER,Информатика и вычислительная техника,2,4.0,210000,840000.0,4,bank,0,2024-09-04,1,,2024-06-07,1,0.6
Татьяна Валентиновна Брагина,2024-05-31,abe0615e-3a5f-4483-be8e-3b1ffdf7fcd,F,19,Новосибирский государственный университет (НГУ),BACHELOR,Информатика и вычислительная техника,4,4.0,360000,2880000.0,8,bank,1,,0,,2024-07-24,1,0.59
Исидор Валерьевич Сергеев,2024-05-11,8ae8deda-7b65-4c3e-97f0-6cda4f1bbd4a,M,18,Московский физико-технический институт (МФТИ),BACHELOR,Информатика и вычислительная техника,3,4.0,300000,1920000.0,8,website,0,2024-06-16,1,,2024-06-08,1,0.5
Русакова Варвара Антоновна,2024-05-13,f6c6d58b-b9b1-4ea2-b336-8d6ee72d943b,F,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,1,3.7,260000,520000.0,4,bank,0,2024-07-28,1,,2024-05-27,1,0.57
Орехов Константин Авдеевич,2024-06-02,77667f36-55e9-45cf-9a38-4c9ec0c00d6,M,15,Новосибирский государственный университет (НГУ),BACHELOR,Информатика и вычислительная техника,3,3.0,360000,2304000.0,8,website,1,2024-07-27,1,,2024-07-18,1,0.62
Герасим Ерофеевич Доронин,2024-06-22,f363310b-3c48-4473-b1da-1937a8756434,M,18,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Прикладная математика,3,4.7,190000,1140000.0,6,bank,0,2024-08-31,1,,2024-08-06,1,0.67
Анисим Иларионович Богданов,2024-05-16,6940ce1d-5c4f-44d4-b800-33ee8c2e6763,M,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Автоматизация и управление,2,4.0,320000,960000.0,4,website,0,2024-08-24,1,,2024-08-22,1,0.65
Нестеров Ефим Жанович,2024-06-02,48358a93-92c5-494e-8ec9-3f720abf5ff8,M,22,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Механика,2,4.7,345000,1035000.0,4,website,0,2024-07-14,1,,2024-07-02,1,0.74
Галина Оскаровна Попова,2024-06-14,b95edda7-5d80-46f1-bc7c-7621d69c4b42,F,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Информатика и вычислительная техника,0,3.1,500000,500000.0,2,social_media,0,,0,,2024-07-04,1,0.63
Потапова Виктория Александровна,2024-05-18,7d393530-780e-439f-883a-ef08bab9b95a,F,21,Российский государственный университет нефти и газа имени И.М. Губкина,MASTER,Информатика и вычислительная техника,1,4.0,310000,744000.0,4,bank,0,2024-08-01,1,,2024-05-19,1,0.63
Фёкла Яковлевна Антонова,2024-06-24,bad7c945-e319-4ffe-99a8-904b86e1a427,F,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,2,3.9,350000,1680000.0,8,bank,0,,0,,2024-08-17,1,0.69
Рыбакова Наина Яковлевна,2024-07-07,165ca7cb-3c96-4833-a984-5238bd31d57d,F,17,Московский государственный университет имени М.В. Ломоносова (МГУ),SPECIALTY,Прикладная математика,2,4.0,300000,1080000.0,6,social_media,0,2024-09-13,1,,2024-08-03,1,0.55
Третьяков Амвросий Ефимьевич,2024-05-23,6cb25efa-19d8-484f-bda6-46adf96105d,M,17,Новосибирский государственный университет (НГУ),SPECIALTY,Механика,1,3.6,205000,307500.0,2,social_media,1,2024-07-30,1,,2024-06-06,1,0.49
Наталья Константиновна Устинова,2024-06-16,1ee1ab2a-f3d7-41b8-993f-7af9b0c49098,F,20,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Прикладная математика,2,4.7,350000,1120000.0,4,website,0,,0,,2024-09-07,1,0.74
Ершов Илья Валерьянович,2024-05-05,d6d84037-0226-4ee2-b3e3-49f00ca3d273,M,22,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Механика,2,3.4,245000,882000.0,4,social_media,0,2024-09-08,1,,2024-05-19,1,0.69
Медведев Демьян Гертрудович,2024-05-26,217f5e80-0309-4174-9235-f74c336010e,M,17,Новосибирский государственный университет (НГУ),SPECIALTY,Автоматизация и управление,2,4.0,230000,690000.0,6,bank,1,2024-08-21,1,,2024-06-26,1,0.53
Колесникова Людмила Семеновна,2024-05-11,fd9f9b9c-9732-45a8-9a9b-10d627c69f6,F,18,Новосибирский государственный университет (НГУ),BACHELOR,Прикладная математика,3,4.0,310000,1984000.0,8,bank,1,,0,,2024-06-01,1,0.69
Исакова Нина Владимировна,2024-06-24,2867fefc-0244-4b58-89cc-075fee73c77e,F,18,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Прикладная математика,2,4.8,350000,1400000.0,4,social_media,0,2024-09-06,1,,2024-08-01,1,0.54
Некрасов Ким Игнатович,2024-08-21,1a483e90-f81a-4896-9fa6-27d35b4caaf,M,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Химия,3,4.6,310000,1860000.0,8,social_media,1,,0,,2024-08-26,1,0.51
Добромысл Жанович Бирюков,2024-05-04,bec00df7-e9c2-433a-865a-fb96fccc3c5,M,15,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Прикладная математика,1,4.0,300000,450000.0,2,website,1,2024-09-10,1,,2024-08-19,1,0.64
Ян Августович Носов,2024-05-11,17fa52ac-f8ca-4bfc-bcac-984a7f9bcad1,M,19,Пермский государственный национальный исследовательский университет (ПГНИУ),BACHELOR,Физика,2,4.0,115000,460000.0,8,website,0,,0,,2024-06-03,1,0.62
Лапина Клавдия Максимовна,2024-05-17,5cecff35-bf2b-4eb1-b606-fc654626fe32,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Автоматизация и управление,3,3.1,270000,1728000.0,8,social_media,0,2024-07-15,1,,2024-05-22,1,0.66
Вишняков Ефрем Валентинович,2024-05-07,568b977b-e131-4fba-94df-f5fa52eb78b,M,17,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),SPECIALTY,Автоматизация и управление,5,4.0,320000,3200000.0,10,bank,1,2024-09-02,1,,2024-08-16,1,0.52
София Федоровна Большакова,2024-07-12,ce4399cd-5439-4865-ad71-0896c06459fa,F,22,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Инженерия программного обеспечения,2,4.2,310000,1240000.0,4,bank,0,2024-09-01,1,,2024-08-13,1,0.66
Олег Теймуразович Гуляев,2024-05-25,52ca95a4-1656-43d9-bea1-6330197aa502,M,22,Российский государственный университет нефти и газа имени И.М. Губкина,MASTER,Физика,2,3.4,225000,675000.0,4,social_media,0,2024-07-23,1,,2024-06-06,1,0.67
Марина Станиславовна Ларионова,2024-06-18,df4d73c3-3bde-457f-b29f-91cef52e2563,F,15,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Физика,1,3.0,265000,530000.0,4,website,0,2024-09-05,1,,2024-08-25,1,0.67
Феврония Васильевна Королева,2024-05-07,ad20217c-5ef8-4d00-b756-c42b634930b,F,17,Санкт-Петербургский государственный университет (СПбГУ),SPECIALTY,Механика,0,4.0,295000,295000.0,2,bank,1,2024-07-31,1,,2024-05-27,1,0.57
Кононова Иванна Кузьминична,2024-05-02,0a54fab8-2e14-4a4c-82eb-456509e2d26,F,16,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Электроника и наноэлектроника,1,3.2,290000,580000.0,4,social_media,1,2024-08-08,1,,2024-07-22,1,0.65
Селиверстова Фаина Леонидовна,2024-05-19,840a981f-1f59-4d34-a64a-4f050464e9d,F,17,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Прикладная математика,2,3.0,190000,760000.0,8,social_media,1,2024-06-29,1,,2024-06-25,1,0.51
Богдан Федосеевич Гуляев,2024-06-14,3ba75283-84a5-40e8-94fd-12b0036fe143,M,16,Дальневосточный федеральный университет (ДВФУ),BACHELOR,Прикладная математика,1,4.2,190000,304000.0,2,website,0,2024-07-25,1,,2024-07-22,1,0.63
Доронин Бажен Гертрудович,2024-05-21,62fe1693-af43-4547-99e3-583465b2acd1,M,16,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Информатика и вычислительная техника,3,3.6,400000,2400000.0,8,social_media,0,2024-06-28,1,,2024-05-24,1,0.61
Орехов Милан Терентьевич,2024-06-06,d142f1b6-8c89-4298-ad07-a4d44576cc7b,M,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Физика,2,4.3,265000,848000.0,4,website,0,2024-09-11,1,,2024-08-18,1,0.54
Родионова Фаина Евгеньевна,2024-05-29,3a0cae2f-85fa-4d16-a84e-58b1d83812a,F,23,Красноярский государственный университет (КГУ),MASTER,Прикладная математика,1,3.5,160000,384000.0,4,bank,1,2024-07-05,1,,2024-06-08,1,0.6
Павлов Софон Афанасьевич,2024-05-19,5561c332-a229-4d32-8d78-09fa022bca1,M,19,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Информатика и вычислительная техника,2,4.0,450000,1350000.0,4,social_media,1,2024-06-21,1,,2024-06-20,1,0.64
Кудрявцева Пелагея Леонидовна,2024-08-13,6a77695b-321f-4bab-b94f-43c07fcdfb0c,F,20,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Прикладная математика,2,4.0,450000,1350000.0,4,social_media,0,2024-09-09,1,,2024-08-23,1,0.57
Денисова Прасковья Николаевна,2024-06-29,ca47be7b-dc8d-4a8d-b7b2-510f19fee5f0,F,17,Московский физико-технический институт (МФТИ),BACHELOR,Информатика и вычислительная техника,2,4.8,250000,750000.0,6,website,0,2024-08-08,1,,2024-07-20,1,0.65
Королева Галина Антоновна,2024-05-07,21bf289a-5913-40b8-a757-cfc5c4730f6,F,17,Национальный исследовательский ядерный университет «МИФИ»,BACHELOR,Физика,2,3.8,155000,620000.0,4,social_media,1,2024-08-10,1,,2024-07-17,1,0.64
Турова Елизавета Тарасовна,2024-05-18,f36bbdfc-9213-46d7-bd52-eedce2b198ab,F,24,Московский государственный университет имени М.В. Ломоносова (МГУ),MASTER,Инженерия программного обеспечения,2,3.6,310000,0.0,4,website,0,,0,Заявитель найден в ЧС,,0,0.83
Лора Мироновна Кириллова,2024-05-28,aebcfbbd-a68b-4e24-b510-441493b1f68,F,20,Российский государственный университет нефти и газа имени И.М. Губкина,MASTER,Физика,2,3.8,175000,525000.0,4,bank,1,2024-07-15,1,,2024-06-07,1,0.72
Константинова Анастасия Романовна,2024-07-31,33413417-1b1f-45aa-a552-e5b175a49412,F,22,Красноярский государственный университет (КГУ),MASTER,Физика,2,3.3,125000,0.0,4,bank,0,,0,Плохая КИ,,0,0.88
